unet,0,segmentation,3,432,3,"(128, 128, 1)",tanh,1e-05,64,24,7.078051567077637e-07,0.30539382
unet,0,segmentation,3,432,2,"(128, 128, 1)",elu,0.001,32,110,2.9616057872772217e-07,0.48233995
unet,0,segmentation,3,432,2,"(128, 128, 1)",tanh,0.001,64,113,3.241002559661865e-07,0.5197047
unet,0,segmentation,3,432,1,"(128, 128, 1)",relu,1e-05,64,39,4.2654573917388916e-07,0.45883793
unet,0,segmentation,3,432,3,"(128, 128, 1)",elu,1e-05,32,102,7.729977369308472e-07,0.4631008
unet,0,segmentation,3,432,2,"(128, 128, 1)",tanh,1e-05,32,128,5.085021257400513e-07,0.45832592
unet,0,segmentation,3,432,3,"(128, 128, 1)",elu,0.001,64,28,4.861503839492798e-07,0.5273547
unet,0,segmentation,3,432,2,"(128, 128, 1)",relu,0.001,64,49,4.805624485015869e-07,0.49350762
unet,0,segmentation,3,432,3,"(128, 128, 1)",tanh,0.001,64,34,4.805624485015869e-07,0.5058404
unet,0,segmentation,3,432,2,"(128, 128, 1)",tanh,1e-05,64,35,3.46451997756958e-07,0.3065583
