unet,0,segmentation,3,6651,1,"(160, 160, 3)",tanh,0.001,16,84,4965.977762944996,0.46493217
unet,0,segmentation,3,6651,3,"(160, 160, 3)",elu,0.01,16,45,4158.135279759765,0.7539497
unet,0,segmentation,3,6651,3,"(160, 160, 3)",elu,0.01,8,43,4649.071324240416,0.7417577
unet,0,segmentation,3,6651,1,"(160, 160, 3)",elu,0.01,8,21,1384.780461218208,0.09790365
unet,0,segmentation,3,6651,3,"(160, 160, 3)",elu,0.001,8,45,4888.843670988455,0.76859087
unet,0,segmentation,3,6651,3,"(160, 160, 3)",tanh,0.01,16,33,3003.6389306373894,0.19551186
unet,0,segmentation,3,6651,1,"(160, 160, 3)",elu,0.001,16,21,1273.747387131676,0.10252812
unet,0,segmentation,3,6651,3,"(160, 160, 3)",tanh,0.001,16,30,2766.236457599327,0.29941183
unet,0,segmentation,3,6651,1,"(160, 160, 3)",elu,0.01,16,21,1279.6414719577879,0.10455262
unet,0,segmentation,3,6651,3,"(160, 160, 3)",relu,0.01,16,45,4154.381100831553,0.72737503
